__id__,__ai_agent_last_answer_type__,__ai_agent_rating__,__ai_agent_rating_remark__,__ai_agent_resolution_state__,__ai_agent_source_title__,__ai_agent_source_type__,__ai_agent_content_sources_total_count__,__ai_agent_content_sources_type__,__ai_agent_content_sources_content_sources_content_type__,__ai_agent_content_sources_content_sources_locale__,__ai_agent_content_sources_content_sources_title__,__ai_agent_content_sources_content_sources_url__,__ai_agent_content_sources_content_sources__
207403600606539,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,2,content_source.list,article,en,How to Create a New Role,/fin-ai-agent/content?content=article&id=287297,NULL
207403600606902,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207403600606385,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,3,content_source.list,article,en,Protocols,/fin-ai-agent/content?content=article&id=287263,NULL
207403600606385,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,3,content_source.list,article,en,Setting up a Schedule for an Interaction,/fin-ai-agent/content?content=article&id=287330,NULL
207403600604884,custom_answer,NULL,NULL,routed_to_team,Default answer (new),workflow,1,content_source.list,custom_answer,en,Time off - NR,/fin-ai-agent/custom-answers/14692,NULL
207403600608000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207403600613824,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207403600606644,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207403600611378,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207403600608072,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,4,content_source.list,article,en,Setting up a care schedule,/fin-ai-agent/content?content=article&id=287178,NULL
207403600608072,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,4,content_source.list,article,en,Updates to Interactions - 2022,/fin-ai-agent/content?content=article&id=287253,NULL
207403600608072,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,4,content_source.list,article,en,Setting up Roles,/fin-ai-agent/content?content=article&id=287302,NULL
207403600608072,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,4,content_source.list,article,en,How to edit a daily record / interaction on the timeline,/fin-ai-agent/content?content=article&id=287303,NULL
207403600607899,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,1,content_source.list,article,en,Multi Organisation Access for a Staff Member,/fin-ai-agent/content?content=article&id=287295,NULL
207403600595448,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207403600612659,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,3,content_source.list,article,en,How to manage 'status' for people supported?,/fin-ai-agent/content?content=article&id=287173,NULL
207403600612659,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,3,content_source.list,article,en,2025 Product Releases,/fin-ai-agent/content?content=article&id=372297,NULL
207403600612659,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,3,content_source.list,content_snippet,en,Why are some of our services not showing on the dashboard?,/fin-ai-agent/content?content=content_snippet&id=76243,NULL
207403600614570,custom_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,5,content_source.list,article,en,Getting started on Nourish: A set-up guide for Superusers,/fin-ai-agent/content?content=article&id=286983,NULL
207403600614570,custom_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,5,content_source.list,article,en,How to allocate 1 staff member to a role,/fin-ai-agent/content?content=article&id=287294,NULL
207403600614570,custom_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,5,content_source.list,article,en,Setting up Roles,/fin-ai-agent/content?content=article&id=287302,NULL
207403600614570,custom_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,5,content_source.list,article,en,How to reset / set a new password for staff,/fin-ai-agent/content?content=article&id=287337,NULL
207403600614570,custom_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,5,content_source.list,custom_answer,en,Add / Remove Superusers,/fin-ai-agent/custom-answers/12615,NULL
207403600615033,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207403600614249,ai_answer,NULL,NULL,assumed_resolution,Fin AI Test,workflow,3,content_source.list,article,en,How do I handover Information?,/fin-ai-agent/content?content=article&id=287195,NULL
207403600614249,ai_answer,NULL,NULL,assumed_resolution,Fin AI Test,workflow,3,content_source.list,article,en,Handover,/fin-ai-agent/content?content=article&id=287281,NULL
207403600614249,ai_answer,NULL,NULL,assumed_resolution,Fin AI Test,workflow,3,content_source.list,article,en,Setting up Roles,/fin-ai-agent/content?content=article&id=287302,NULL
207403600601330,ai_answer,NULL,NULL,assumed_resolution,Fin AI Test,workflow,7,content_source.list,article,en,Getting Started (Deputy Manager),/fin-ai-agent/content?content=article&id=287242,NULL
207403600535194,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,3,content_source.list,content_snippet,en,"How can I reactivate two devices with serial numbers DX3GVOJXPLJP and FFWCXPDPPLJT that show ""Nourish not installed"" and ""not authorised to login""?",/fin-ai-agent/content?content=content_snippet&id=76224,NULL
207403600535194,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,3,content_source.list,article,en,Device Management,/fin-ai-agent/content?content=article&id=287238,NULL
207403600535194,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,3,content_source.list,article,en,How to log in to Nourish using Microsoft credentials (OAuth),/fin-ai-agent/content?content=article&id=382905,NULL
207403600593313,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,2,content_source.list,article,en,Relish Integration,/fin-ai-agent/content?content=article&id=287177,NULL
207403600593313,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,2,content_source.list,article,en,Common issues that relate to Wifi in the organisation (app),/fin-ai-agent/content?content=article&id=287316,NULL
207403600611200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207403600614951,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207403600605919,ai_answer,NULL,NULL,routed_to_team,Default answer (new),workflow,1,content_source.list,article,en,Managing Care Plans,/fin-ai-agent/content?content=article&id=235621,NULL
207403600615127,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,3,content_source.list,content_snippet,en,Why are some of our services not showing on the dashboard?,/fin-ai-agent/content?content=content_snippet&id=76243,NULL
207403600615127,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,3,content_source.list,article,en,Radar Healthcare Integration,/fin-ai-agent/content?content=article&id=287220,NULL
207403600615127,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,3,content_source.list,article,en,Insights reporting dashboards,/fin-ai-agent/content?content=article&id=312191,NULL
207403600613304,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,5,content_source.list,article,en,How to manage 'status' for people supported?,/fin-ai-agent/content?content=article&id=287173,NULL
207403600613304,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,5,content_source.list,article,en,Admission Pathway,/fin-ai-agent/content?content=article&id=287201,NULL
207403600613304,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,5,content_source.list,article,en,Care Types and Status Filter,/fin-ai-agent/content?content=article&id=287256,NULL
207403600613304,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,5,content_source.list,article,en,How to view the Care Plan of an Archived Resident / Service User,/fin-ai-agent/content?content=article&id=287307,NULL
207403600613304,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,5,content_source.list,article,en,How do I add a new Resident / Client / Service User,/fin-ai-agent/content?content=article&id=287320,NULL
207403600606669,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207403600610363,ai_answer,NULL,NULL,routed_to_team,Default answer (new),workflow,2,content_source.list,article,en,Call Monitoring Using OTP Devices,/fin-ai-agent/content?content=article&id=318198,NULL
207403600610363,ai_answer,NULL,NULL,routed_to_team,Default answer (new),workflow,2,content_source.list,article,en,Call Monitoring Overview,/fin-ai-agent/content?content=article&id=320129,NULL
207403600601403,ai_answer,NULL,NULL,routed_to_team,Default answer (new),workflow,1,content_source.list,article,en,Training,/fin-ai-agent/content?content=article&id=303402,NULL
207403600604791,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,2,content_source.list,article,en,Admission Pathway,/fin-ai-agent/content?content=article&id=287201,NULL
207403600610266,ai_answer,NULL,NULL,confirmed_resolution,Default answer (new),workflow,7,content_source.list,article,en,My Roster Preferences,/fin-ai-agent/content?content=article&id=223989,NULL
207403600610266,ai_answer,NULL,NULL,confirmed_resolution,Default answer (new),workflow,7,content_source.list,article,en,The Mobile App – Key Features,/fin-ai-agent/content?content=article&id=224016,NULL
207403600610266,ai_answer,NULL,NULL,confirmed_resolution,Default answer (new),workflow,7,content_source.list,article,en,Setting Up a Run of Appointments,/fin-ai-agent/content?content=article&id=253704,NULL
207403600610266,ai_answer,NULL,NULL,confirmed_resolution,Default answer (new),workflow,7,content_source.list,article,en,The Family Portal,/fin-ai-agent/content?content=article&id=287175,NULL
207403600610266,ai_answer,NULL,NULL,confirmed_resolution,Default answer (new),workflow,7,content_source.list,article,en,Getting Started with Nourish Community,/fin-ai-agent/content?content=article&id=287194,NULL
207403600610266,ai_answer,NULL,NULL,confirmed_resolution,Default answer (new),workflow,7,content_source.list,article,en,The Stats by Carer & Client Report,/fin-ai-agent/content?content=article&id=338486,NULL
207403600610266,ai_answer,NULL,NULL,confirmed_resolution,Default answer (new),workflow,7,content_source.list,article,en,The Stats by Date Report,/fin-ai-agent/content?content=article&id=342820,NULL
207403600611064,ai_answer,NULL,NULL,routed_to_team,Default answer (new),workflow,3,content_source.list,article,en,CM LiveIntegrate Setup Guide,/fin-ai-agent/content?content=article&id=251103,NULL
207403600611064,ai_answer,NULL,NULL,routed_to_team,Default answer (new),workflow,3,content_source.list,article,en,Time Off Management FAQs,/fin-ai-agent/content?content=article&id=287567,NULL
207403600611064,ai_answer,NULL,NULL,routed_to_team,Default answer (new),workflow,3,content_source.list,article,en,The Settings Page,/fin-ai-agent/content?content=article&id=361360,NULL
207403600616095,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,2,content_source.list,content_snippet,en,"How can I reactivate two devices with serial numbers DX3GVOJXPLJP and FFWCXPDPPLJT that show ""Nourish not installed"" and ""not authorised to login""?",/fin-ai-agent/content?content=content_snippet&id=76224,NULL
207403600616095,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,2,content_source.list,article,en,Device Management,/fin-ai-agent/content?content=article&id=287238,NULL
207403600595902,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207403600614873,ai_answer,NULL,NULL,assumed_resolution,Fin AI Test,workflow,6,content_source.list,article,en,Nourish Assessments,/fin-ai-agent/content?content=article&id=287278,NULL
207403600614873,ai_answer,NULL,NULL,assumed_resolution,Fin AI Test,workflow,6,content_source.list,article,en,Setting up Roles,/fin-ai-agent/content?content=article&id=287302,NULL
207403600614873,ai_answer,NULL,NULL,assumed_resolution,Fin AI Test,workflow,6,content_source.list,content_snippet,en,How do I add a new service?,/fin-ai-agent/content?content=content_snippet&id=75213,NULL
207403600614873,ai_answer,NULL,NULL,assumed_resolution,Fin AI Test,workflow,6,content_source.list,content_snippet,en,How can I add risk assessments that are not included in the list accessed via the blue plus button?,/fin-ai-agent/content?content=content_snippet&id=75756,NULL
207403600614873,ai_answer,NULL,NULL,assumed_resolution,Fin AI Test,workflow,6,content_source.list,custom_answer,en,Add / Remove Superusers,/fin-ai-agent/custom-answers/12615,NULL
207403600614873,ai_answer,NULL,NULL,assumed_resolution,Fin AI Test,workflow,6,content_source.list,custom_answer,en,Creating a New Interaction,/fin-ai-agent/custom-answers/12969,NULL
207403600606551,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,2,content_source.list,content_snippet,en,"How can I reactivate two devices with serial numbers DX3GVOJXPLJP and FFWCXPDPPLJT that show ""Nourish not installed"" and ""not authorised to login""?",/fin-ai-agent/content?content=content_snippet&id=76224,NULL
207403600606551,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,2,content_source.list,article,en,Device Management,/fin-ai-agent/content?content=article&id=287238,NULL
207403600601330,ai_answer,NULL,NULL,assumed_resolution,Fin AI Test,workflow,7,content_source.list,article,en,Restricting the editability of Personalised Interactions,/fin-ai-agent/content?content=article&id=287259,NULL
207403600601330,ai_answer,NULL,NULL,assumed_resolution,Fin AI Test,workflow,7,content_source.list,article,en,Past Versions,/fin-ai-agent/content?content=article&id=287269,NULL
207403600601330,ai_answer,NULL,NULL,assumed_resolution,Fin AI Test,workflow,7,content_source.list,article,en,Libraries - How do I edit a Library Interaction?,/fin-ai-agent/content?content=article&id=287270,NULL
207403600601330,ai_answer,NULL,NULL,assumed_resolution,Fin AI Test,workflow,7,content_source.list,article,en,How to remove a Parameter / Question from an Interaction,/fin-ai-agent/content?content=article&id=287279,NULL
207403600601330,ai_answer,NULL,NULL,assumed_resolution,Fin AI Test,workflow,7,content_source.list,article,en,How to edit a daily record / interaction on the timeline,/fin-ai-agent/content?content=article&id=287303,NULL
207403600601330,ai_answer,NULL,NULL,assumed_resolution,Fin AI Test,workflow,7,content_source.list,article,en,How to add a new Parameter / Question into an Interaction,/fin-ai-agent/content?content=article&id=287331,NULL
207403600612114,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207403600607586,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,2,content_source.list,article,en,Relish Integration,/fin-ai-agent/content?content=article&id=287177,NULL
207403600607586,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,2,content_source.list,article,en,Rescheduling - How to make an interaction appear again after a set time,/fin-ai-agent/content?content=article&id=287327,NULL
207403600606378,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207403600614940,ai_answer,NULL,NULL,assumed_resolution,Default answer (new),workflow,6,content_source.list,article,en,Two-factor authentication (2FA/MFA),/fin-ai-agent/content?content=article&id=223990,NULL
207403600614940,ai_answer,NULL,NULL,assumed_resolution,Default answer (new),workflow,6,content_source.list,article,en,"Mobile App – Authentication, Setup, and Revoking Access",/fin-ai-agent/content?content=article&id=224014,NULL
207403600614940,ai_answer,NULL,NULL,assumed_resolution,Default answer (new),workflow,6,content_source.list,article,en,The Users Page,/fin-ai-agent/content?content=article&id=356636,NULL
207403600614940,ai_answer,NULL,NULL,assumed_resolution,Default answer (new),workflow,6,content_source.list,article,en,The Sessions Page,/fin-ai-agent/content?content=article&id=362972,NULL
207403600614940,ai_answer,NULL,NULL,assumed_resolution,Default answer (new),workflow,6,content_source.list,article,en,2025 Product Releases,/fin-ai-agent/content?content=article&id=372270,NULL
207403600614940,ai_answer,NULL,NULL,assumed_resolution,Default answer (new),workflow,6,content_source.list,article,en,Logging In With Biometrics,/fin-ai-agent/content?content=article&id=380883,NULL
207403600611063,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,2,content_source.list,article,en,How to Create a new Interaction,/fin-ai-agent/content?content=article&id=287208,NULL
207403600611063,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,2,content_source.list,article,en,How to add a new Parameter / Question into an Interaction,/fin-ai-agent/content?content=article&id=287331,NULL
207403600604986,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,4,content_source.list,article,en,Getting Started (Deputy Manager),/fin-ai-agent/content?content=article&id=287242,NULL
207403600604986,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,4,content_source.list,article,en,Past Versions,/fin-ai-agent/content?content=article&id=287269,NULL
207403600604986,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,4,content_source.list,article,en,How to view the Care Plan of an Archived Resident / Service User,/fin-ai-agent/content?content=article&id=287307,NULL
207403600604986,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,4,content_source.list,content_snippet,en,How do I view the archived care plans?,/fin-ai-agent/content?content=content_snippet&id=75727,NULL
207403600614152,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207403600597165,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207403600610867,custom_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,1,content_source.list,custom_answer,en,Pending Data on the App,/fin-ai-agent/custom-answers/12607,NULL
207403600611616,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,3,content_source.list,article,en,Restricting the editability of Personalised Interactions,/fin-ai-agent/content?content=article&id=287259,NULL
207403600611616,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,3,content_source.list,article,en,Libraries - How do I edit a Library Interaction?,/fin-ai-agent/content?content=article&id=287270,NULL
207403600611616,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,3,content_source.list,article,en,How to add a new Parameter / Question into an Interaction,/fin-ai-agent/content?content=article&id=287331,NULL
207403600611892,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,1,content_source.list,article,en,"How to set up an Quick Close Tag (QCT, NFC Tag)",/fin-ai-agent/content?content=article&id=287325,NULL
207403600606007,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207403600611652,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,2,content_source.list,article,en,How to allocate 1 staff member to a role,/fin-ai-agent/content?content=article&id=287294,NULL
207403600611652,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,2,content_source.list,article,en,Multi Organisation Access for a Staff Member,/fin-ai-agent/content?content=article&id=287295,NULL
207403600616126,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,2,content_source.list,article,en,Getting Started (Deputy Manager),/fin-ai-agent/content?content=article&id=287242,NULL
207403600616126,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,2,content_source.list,article,en,Viewing Critical Information,/fin-ai-agent/content?content=article&id=287290,NULL
207403600605638,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,3,content_source.list,article,en,Admission Pathway,/fin-ai-agent/content?content=article&id=287201,NULL
207403600605638,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,3,content_source.list,article,en,Protocols,/fin-ai-agent/content?content=article&id=287263,NULL
207403600605638,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,3,content_source.list,article,en,Setting up Roles,/fin-ai-agent/content?content=article&id=287302,NULL
207403600610769,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,2,content_source.list,article,en,How to Create a new Interaction,/fin-ai-agent/content?content=article&id=287208,NULL
207403600610769,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,2,content_source.list,article,en,Getting Started (Deputy Manager),/fin-ai-agent/content?content=article&id=287242,NULL
207403600602189,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207403600392478,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207403600604858,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207403600610433,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,2,content_source.list,article,en,Edit after close privilege,/fin-ai-agent/content?content=article&id=287267,NULL
207403600610433,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,2,content_source.list,article,en,How to edit a daily record / interaction on the timeline,/fin-ai-agent/content?content=article&id=287303,NULL
207403600615894,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,4,content_source.list,article,en,Device Management,/fin-ai-agent/content?content=article&id=287238,NULL
207403600615894,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,4,content_source.list,article,en,How to change your own password,/fin-ai-agent/content?content=article&id=287332,NULL
207403600615894,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,4,content_source.list,content_snippet,en,"How can I reactivate two devices with serial numbers DX3GVOJXPLJP and FFWCXPDPPLJT that show ""Nourish not installed"" and ""not authorised to login""?",/fin-ai-agent/content?content=content_snippet&id=76224,NULL
207403600615894,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,4,content_source.list,custom_answer,en,Pending Data on the App,/fin-ai-agent/custom-answers/12607,NULL
207403600615477,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,3,content_source.list,article,en,Setting up a care schedule,/fin-ai-agent/content?content=article&id=287178,NULL
207403600615477,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,3,content_source.list,article,en,Restricting the editability of Personalised Interactions,/fin-ai-agent/content?content=article&id=287259,NULL
207403600615477,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,3,content_source.list,content_snippet,en,How can I add risk assessments that are not included in the list accessed via the blue plus button?,/fin-ai-agent/content?content=content_snippet&id=75756,NULL
207403600611745,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207403600614590,custom_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,1,content_source.list,custom_answer,en,Where to record an Incident / Accident?,/fin-ai-agent/custom-answers/12953,NULL
207403600600836,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,2,content_source.list,article,en,Care Type & Link to Library,/fin-ai-agent/content?content=article&id=287271,NULL
207403600600836,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,2,content_source.list,article,en,Permissions to access timelines,/fin-ai-agent/content?content=article&id=287310,NULL
207403600605734,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207403600612008,ai_answer,NULL,NULL,routed_to_team,Default answer (new),workflow,2,content_source.list,article,en,GP Connect for Nourish Community,/fin-ai-agent/content?content=article&id=287181,NULL
207403600612008,ai_answer,NULL,NULL,routed_to_team,Default answer (new),workflow,2,content_source.list,article,en,Setting up Roles,/fin-ai-agent/content?content=article&id=287302,NULL
207403600614200,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,3,content_source.list,article,en,Device Management,/fin-ai-agent/content?content=article&id=287238,NULL
207403600614200,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,3,content_source.list,article,en,How to Save Nourish onto a desktop,/fin-ai-agent/content?content=article&id=287336,NULL
207403600614200,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,3,content_source.list,content_snippet,en,"How can I reactivate two devices with serial numbers DX3GVOJXPLJP and FFWCXPDPPLJT that show ""Nourish not installed"" and ""not authorised to login""?",/fin-ai-agent/content?content=content_snippet&id=76224,NULL
207403600605714,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,2,content_source.list,article,en,Docobo Remote Monitoring Integration,/fin-ai-agent/content?content=article&id=287202,NULL
207403600605714,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,2,content_source.list,article,en,Whzan Integration👨‍⚕️,/fin-ai-agent/content?content=article&id=287226,NULL
207403600604435,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207403600612799,ai_answer,NULL,NULL,assumed_resolution,Fin AI Test,workflow,4,content_source.list,content_snippet,en,How do I archive care plans?,/fin-ai-agent/content?content=content_snippet&id=75742,NULL
207403600612799,ai_answer,NULL,NULL,assumed_resolution,Fin AI Test,workflow,4,content_source.list,article,en,How to manage 'status' for people supported?,/fin-ai-agent/content?content=article&id=287173,NULL
207403600612799,ai_answer,NULL,NULL,assumed_resolution,Fin AI Test,workflow,4,content_source.list,custom_answer,en,Archiving / Suspending a Resident / Person,/fin-ai-agent/custom-answers/12610,NULL
207403600612799,ai_answer,NULL,NULL,assumed_resolution,Fin AI Test,workflow,4,content_source.list,custom_answer,en,Removing a duplicated client / resident profile,/fin-ai-agent/custom-answers/12611,NULL
207403600596049,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207403600604468,custom_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,1,content_source.list,custom_answer,en,Pending Data on the App,/fin-ai-agent/custom-answers/12607,NULL
207403600614244,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207403600604964,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,2,content_source.list,article,en,Amba Integration,/fin-ai-agent/content?content=article&id=287190,NULL
207403600604964,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,2,content_source.list,article,en,Device Management,/fin-ai-agent/content?content=article&id=287238,NULL
207403600605693,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207403600610919,ai_answer,NULL,NULL,routed_to_team,Default answer (new),workflow,3,content_source.list,article,en,The Family Portal,/fin-ai-agent/content?content=article&id=287175,NULL
207403600610919,ai_answer,NULL,NULL,routed_to_team,Default answer (new),workflow,3,content_source.list,article,en,Getting Started with Nourish Community,/fin-ai-agent/content?content=article&id=287194,NULL
207403600610919,ai_answer,NULL,NULL,routed_to_team,Default answer (new),workflow,3,content_source.list,article,en,Protocols,/fin-ai-agent/content?content=article&id=287263,NULL
207403600614422,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207403600606857,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207403600606482,custom_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,1,content_source.list,custom_answer,en,Setting Up Family Portal,/fin-ai-agent/custom-answers/12979,NULL
207403600616277,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,3,content_source.list,article,en,Nourish Data sets,/fin-ai-agent/content?content=article&id=287275,NULL
207403600616277,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,3,content_source.list,article,en,Nourish Assessments,/fin-ai-agent/content?content=article&id=287278,NULL
207403600616277,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,3,content_source.list,article,en,Recording Critical Information,/fin-ai-agent/content?content=article&id=287285,NULL
207403600600706,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,4,content_source.list,article,en,Getting started on Nourish: A set-up guide for Superusers,/fin-ai-agent/content?content=article&id=286983,NULL
207403600600706,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,4,content_source.list,article,en,Care Types and Status Filter,/fin-ai-agent/content?content=article&id=287256,NULL
207403600600706,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,4,content_source.list,article,en,Care Type & Link to Library,/fin-ai-agent/content?content=article&id=287271,NULL
207403600600706,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,4,content_source.list,article,en,Fluid Targets,/fin-ai-agent/content?content=article&id=287306,NULL
207403600604355,ai_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,1,content_source.list,article,en,How to Schedule Care Plan Reviews,/fin-ai-agent/content?content=article&id=287209,NULL
207403600395507,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
207403600608076,custom_answer,NULL,NULL,routed_to_team,Fin AI Test,workflow,1,content_source.list,custom_answer,en,Adding New Resident/Person,/fin-ai-agent/custom-answers/12614,NULL
