id,type_of_care,provider_id,location_id,capacity,region,town,postcode,target_capacity,incident_rate_target,name,slug,organisation_id,organisation,base_url,created_at,updated_at,combined_id,PoolName,SchemaName
35831,NULL,NULL,NULL,30,Yorkshire & The Humber,Otley,LS21 3LJ,NULL,NULL,Spring Gardens,spring-gardens,18978,Leeds City Council,https://org.nourishcare.co.uk/leeds-city-council+spring-gardens#,2024-03-14 22:35:12.4220000 +00:00,2024-04-10 09:34:50.4280000 +00:00,prod-35831,Prod2,prod
22920,NULL,NULL,NULL,12,Stanley Grange Residential,Preston,PR5 0RB,NULL,NULL,Stables Cottage,stables-cottage,10859,Future Directions Community Interest Company,https://org.nourishcare.co.uk/future-directions-community-interest-company+stables-cottage#,2023-08-08 10:29:30.5740000 +00:00,2024-08-23 20:53:33.2310000 +00:00,prod-22920,Prod2,prod
29526,NULL,NULL,NULL,NULL,NULL,NULL,E6 5YA,NULL,NULL,"Barking, Havering & Redbridge",barking-havering-redbridge,14522,Aspire Community Care and Support,https://org.nourishcare.co.uk/aspire-community-care-and-support+barking-havering-redbridge#,2024-01-03 13:01:24.6160000 +00:00,2024-08-06 15:01:10.7200000 +00:00,prod-29526,Prod2,prod
85,care_home,1-101616155,1-133532230,NULL,"Wiltshire ","Salisbury ",SP1 2QU,NULL,NULL,Holmwood,holmwood-85,49,Wessex Care Limited,https://org.nourishcare.co.uk/wessex-care+holmwood-85#,2016-08-18 16:34:01.3010000 +00:00,2021-04-12 11:06:59.8120000 +00:00,prod-85,Prod2,prod
22762,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1 The Street,1-the-street,729,Changing Lives Building Dreams,https://org.nourishcare.co.uk/changing-lives-building-dreams+1-the-street#,2023-08-01 16:34:34.2240000 +00:00,2023-08-01 16:34:34.2240000 +00:00,prod-22762,Prod2,prod
270,care_home,NULL,NULL,NULL,NULL,NULL,N11 3ND,NULL,NULL,1st Floor Stella & Harry Freedman House DO NOT USE,1st-floor-stella-harry-freedman-house-do-not-use,62,DEMO Jewish Care DO NOT USE,https://org.nourishcare.co.uk/demo-jewish-care+1st-floor-stella-harry-freedman-house-do-not-use#,2018-01-30 15:14:40.6830000 +00:00,2021-10-22 18:44:04.4770000 +00:00,prod-270,Prod2,prod
36853,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,The Orchards,the-orchards,19835,Southend Care,https://org.nourishcare.co.uk/southend-care+the-orchards#,2024-04-05 16:44:24.9500000 +00:00,2024-04-05 16:44:24.9500000 +00:00,prod-36853,Prod2,prod
307,domiciliary_care,NULL,NULL,NULL,x,x,x,NULL,NULL,East Boro Housing Trust Set Up - DO NOT USE,eastborohousingtrustsetup-do-not-use,145,East Boro HT -  DO NOT USE,https://org.nourishcare.co.uk/eastboro-do-not-use+eastborohousingtrustsetup-do-not-use#,2018-03-22 13:13:04.4720000 +00:00,2020-03-20 13:33:12.6250000 +00:00,prod-307,Prod2,prod
372,domiciliary_care,1-101651848,NULL,NULL,Dorset,Poole,BH17 7LY,NULL,NULL,14 Lambs Close,14lambclose,113,Diverse Abilities,https://org.nourishcare.co.uk/diverseabilities+14lambclose#,2018-05-22 20:02:41.1570000 +00:00,2022-10-10 13:44:48.1640000 +00:00,prod-372,Prod2,prod
47525,NULL,NULL,NULL,NULL,NULL,NULL,TN24 0NR,NULL,NULL,Folkestone,folkestone,27728,Meritum Integrated Care,https://org.nourishcare.co.uk/meritum-integrated-care+folkestone#,2024-10-04 11:22:29.8630000 +00:00,2024-10-04 11:37:49.1400000 +00:00,prod-47525,Prod2,prod
482,domiciliary_care,NULL,1-246078383,NULL,London,"London ",N8 0QJ,NULL,NULL,Unified Care,unified-care,182,Unified Care,https://org.nourishcare.co.uk/unified-care+unified-care#,2018-10-05 10:02:18.6250000 +00:00,2020-03-20 13:33:13.9720000 +00:00,prod-482,Prod2,prod
554,care_home,1-102643088,NULL,NULL,NULL,Caithness,KW1 4NN,NULL,NULL,Miller Place,miller-place-slscott,159,Community Integrated Care - CIC,https://org.nourishcare.co.uk/community-integrated-care+miller-place-slscott#,2019-01-10 11:10:27.9830000 +00:00,2022-11-29 18:37:35.1860000 +00:00,prod-554,Prod2,prod
627,care_home,NULL,1-2526061425,NULL,NULL,NULL,RG40 1QN,NULL,NULL,Longs Way,longswayjigsaw,215,Jigsaw Creative Care Limited,https://org.nourishcare.co.uk/jigsawcreativecare+longswayjigsaw#,2019-04-05 13:55:55.0810000 +00:00,2022-04-22 12:53:59.9590000 +00:00,prod-627,Prod2,prod
27020,NULL,NULL,NULL,4,London Regions 2,NULL,NULL,NULL,NULL,Highview,highview,6074,Norwood,https://org.nourishcare.co.uk/norwood+highview#,2023-11-17 12:03:45.3690000 +00:00,2023-11-17 12:03:45.3690000 +00:00,prod-27020,Prod2,prod
36336,NULL,NULL,NULL,NULL,NULL,NULL,PR1 3YH,NULL,NULL,ZZ - Longton,zz-longton,19274,AAA Healthcare Agency Ltd,https://org.nourishcare.co.uk/aaa-healthcare-agency-ltd+zz-longton#,2024-03-21 11:49:31.7960000 +00:00,2024-04-29 08:16:39.4300000 +00:00,prod-36336,Prod2,prod
665,care_home,NULL,NULL,NULL,x,x,x,NULL,NULL,Referential Data Set - All Interactions,referential-data-set-all,219,Referential Data Set,https://org.nourishcare.co.uk/referential-data-set+referential-data-set-all#,2019-05-03 09:44:27.7570000 +00:00,2020-03-20 14:09:05.4000000 +00:00,prod-665,Prod2,prod
32199,NULL,NULL,NULL,0,NULL,NULL,IG11 7BZ,NULL,NULL,Chelmsford – CM1,chelmsford-cm1,16502,Chinite Home Care,https://org.nourishcare.co.uk/chinite-home-care+chelmsford-cm1#,2024-02-01 14:35:59.8550000 +00:00,2024-02-08 10:27:43.0280000 +00:00,prod-32199,Prod2,prod
919,domiciliary_care,1-102643088,1-2223071897,NULL,NULL,Arnold,NG5 6NE,NULL,NULL,Primrose,primrose,159,Community Integrated Care - CIC,https://org.nourishcare.co.uk/community-integrated-care+primrose#,2019-12-16 17:07:06.9510000 +00:00,2022-11-29 18:40:28.4110000 +00:00,prod-919,Prod2,prod
1017,care_home,1-1114305051,NULL,NULL,x,x,x,NULL,NULL,Sandbox - Bond Care,sandbox-1017,275,Bondcare,https://org.nourishcare.co.uk/bond-care+sandbox-1017#,2020-03-12 11:52:14.3140000 +00:00,2021-04-12 11:06:59.4180000 +00:00,prod-1017,Prod2,prod
1030,domiciliary_care,NULL,NULL,NULL,NULL,Waterlooville,PO7 7SG,NULL,NULL,Clarity Care Consulting,clarity-care-consulting,281,Clarity Care Consulting,https://org.nourishcare.co.uk/clarity-care-consulting+clarity-care-consulting#,2020-03-18 11:51:01.2890000 +00:00,2022-04-18 09:09:24.0010000 +00:00,prod-1030,Prod2,prod
47778,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,Gatehouse,gatehouse,27925,Stroud Court Community Trust,https://org.nourishcare.co.uk/stroud-court-community-trust+gatehouse#,2024-11-05 10:38:42.9410000 +00:00,2024-11-05 10:38:42.9410000 +00:00,prod-47778,Prod2,prod
1054,domiciliary_care,1-102643088,NULL,NULL,Tyne and Wear,Blaydon-on-Tyne,NE21 5RP,NULL,NULL,Half Fields Close 1,half-fields-close-1,159,Community Integrated Care - CIC,https://org.nourishcare.co.uk/community-integrated-care+half-fields-close-1#,2020-04-06 12:49:13.8710000 +00:00,2022-01-14 08:30:30.5020000 +00:00,prod-1054,Prod2,prod
1101,domiciliary_care,1-102643088,NULL,NULL,Merseyside,Liverpool,L13 1BS,NULL,NULL,Binns Road 259,binns-road-259,159,Community Integrated Care - CIC,https://org.nourishcare.co.uk/community-integrated-care+binns-road-259#,2020-04-14 10:08:30.5250000 +00:00,2022-11-29 18:16:53.5970000 +00:00,prod-1101,Prod2,prod
1215,domiciliary_care,1-102643088,NULL,NULL,County Durham,Chester le Street,DH2 1QY,NULL,NULL,Arbroath,arbroath,159,Community Integrated Care - CIC,https://org.nourishcare.co.uk/community-integrated-care+arbroath#,2020-07-17 08:54:27.9330000 +00:00,2022-11-29 18:15:03.6900000 +00:00,prod-1215,Prod2,prod
1272,domiciliary_care,1-102643088,NULL,NULL,Tyne and Wear,Penshaw,DH4 7JY,NULL,NULL,West Lodge,west-lodge,159,Community Integrated Care - CIC,https://org.nourishcare.co.uk/community-integrated-care+west-lodge#,2020-07-17 10:25:22.9560000 +00:00,2020-07-27 15:58:01.1500000 +00:00,prod-1272,Prod2,prod
1386,domiciliary_care,1-102643088,NULL,NULL,Merseyside,Prescot,L35 4NZ,NULL,NULL,Ritherup Lane,ritherup-lane,159,Community Integrated Care - CIC,https://org.nourishcare.co.uk/community-integrated-care+ritherup-lane#,2020-08-10 14:06:48.6340000 +00:00,2020-08-10 14:06:48.6340000 +00:00,prod-1386,Prod2,prod
1426,care_home,NULL,NULL,NULL,Greater London,Palmers Green,N13 4RE,NULL,NULL,William House,william-house,322,Queen Ann Care,https://org.nourishcare.co.uk/queen-ann-care+william-house#,2020-09-11 15:53:56.4170000 +00:00,2020-11-08 22:02:41.4230000 +00:00,prod-1426,Prod2,prod
29559,NULL,NULL,NULL,0,NULL,NULL,SW4 0AF,NULL,NULL,Luton,luton,14588,Livingways Care Services Ltd,https://org.nourishcare.co.uk/livingways-care-services-ltd+luton#,2024-01-03 17:25:22.5650000 +00:00,2024-01-30 09:21:59.8220000 +00:00,prod-29559,Prod2,prod
1874,domiciliary_care,NULL,NULL,NULL,NULL,Yeovil,BA21 4LW,NULL,NULL,The Ferns Nursing Home,the-ferns-nursing-home,464,Churchlake Care,https://org.nourishcare.co.uk/churchlake-care+the-ferns-nursing-home#,2020-11-02 18:50:09.0100000 +00:00,2020-12-03 15:58:06.3090000 +00:00,prod-1874,Prod2,prod
2602,domiciliary_care,1-288930971,Dorset,1,"Dorset ",Weymouth,NULL,1,NULL,"Glendinning Avenue ",glendinning-avenue,282,Phoenix Care & Support Services 24/7,https://org.nourishcare.co.uk/phoenix-care-support-services-24-7+glendinning-avenue#,2021-01-26 22:32:19.9780000 +00:00,2022-05-10 19:51:01.0740000 +00:00,prod-2602,Prod2,prod
32265,NULL,NULL,NULL,32,NULL,Plymouth,NULL,NULL,NULL,The Lodge,the-lodge,16568,Ashleigh Manor,https://org.nourishcare.co.uk/ashleigh-manor+the-lodge#,2024-02-01 17:38:01.4460000 +00:00,2024-02-19 10:19:31.7470000 +00:00,prod-32265,Prod2,prod
3985,care_home,1-102643088,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CIC Extra Care Sandbox,cic-extra-care-sandbox,159,Community Integrated Care - CIC,https://org.nourishcare.co.uk/community-integrated-care+cic-extra-care-sandbox#,2021-05-20 19:57:27.6560000 +00:00,2022-11-29 18:20:21.9040000 +00:00,prod-3985,Prod2,prod
42528,NULL,NULL,NULL,1,NULL,Birmingham,B387AJ,NULL,NULL,East Barn,east-barn,4853,iBC Healthcare,https://org.nourishcare.co.uk/ibc-healthcare+east-barn#,2024-07-02 06:58:46.2700000 +00:00,2024-07-03 10:16:21.9350000 +00:00,prod-42528,Prod2,prod
4448,care_home,NULL,NULL,NULL,NULL,Southampton,SO16 8BJ,NULL,NULL,Hampshire Care Limited,hampshire-care-limited,1950,Hampshire Care Limited,https://org.nourishcare.co.uk/hampshire-care-limited+hampshire-care-limited#,2021-06-23 15:20:25.0300000 +00:00,2021-07-16 07:55:25.0330000 +00:00,prod-4448,Prod2,prod
4517,care_home,1-102643088,NULL,NULL,NULL,Watford,WD25 0HA,NULL,NULL,Orbital Crescent,orbital-crescent,159,Community Integrated Care - CIC,https://org.nourishcare.co.uk/community-integrated-care+orbital-crescent#,2021-06-25 09:54:24.7710000 +00:00,2022-11-29 18:39:17.3130000 +00:00,prod-4517,Prod2,prod
5502,NULL,NULL,Ilford,NULL,Greater London,Ilford,IG3 9RN,NULL,NULL,Fari Care Ltd,fari-care-ltd,2510,Fari Care Ltd,https://org.nourishcare.co.uk/fari-care-ltd+fari-care-ltd#,2021-09-13 20:02:35.3800000 +00:00,2022-05-06 10:30:59.5450000 +00:00,prod-5502,Prod2,prod
7120,NULL,NULL,"Sheffield ",NULL,NULL,"Chicksands, Shefford",SG17 5TQ,NULL,NULL,ASV,asv,3335,"Care is Central ",https://org.nourishcare.co.uk/care-is-central+asv#,2022-01-04 20:09:28.3150000 +00:00,2022-06-07 05:48:28.9880000 +00:00,prod-7120,Prod2,prod
8010,NULL,NULL,NULL,NULL,London,London,WC2H 9JQ,NULL,NULL,You Us,you-us,3764,You Us,https://org.nourishcare.co.uk/you-us+you-us#,2022-02-09 19:42:58.2340000 +00:00,2022-02-14 09:31:29.3510000 +00:00,prod-8010,Prod2,prod
43816,NULL,NULL,NULL,5,London,NULL,NULL,NULL,NULL,129 Harrowdene Road,129-harrowdene-road,24983,Centre 404,https://org.nourishcare.co.uk/centre-404+129-harrowdene-road#,2024-07-17 07:27:57.8540000 +00:00,2024-07-17 07:27:57.8540000 +00:00,prod-43816,Prod2,prod
9892,NULL,1-5673871119,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Paul Murphy Centre,paul-murphy-centre,132,Vestacare (UK) Ltd,https://org.nourishcare.co.uk/vestacare+paul-murphy-centre#,2022-04-25 18:58:36.7300000 +00:00,2022-10-05 10:55:59.0950000 +00:00,prod-9892,Prod2,prod
10419,NULL,NULL,NULL,NULL,NULL,"Solihull, Earlswood",B94 5EL,NULL,NULL,Bayberry Clinic,bayberry-clinic,4655,Bayberry Clinic,https://org.nourishcare.co.uk/bayberry-clinic+bayberry-clinic#,2022-05-17 21:39:50.8800000 +00:00,2022-05-26 09:16:57.2340000 +00:00,prod-10419,Prod2,prod
4018,domiciliary_care,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,"Diagrama Sandbox ",diagrama-sandbox,1817,Diagrama Foundation,https://org.nourishcare.co.uk/diagrama-foundation+diagrama-sandbox#,2021-05-24 09:00:36.6600000 +00:00,2023-07-24 16:40:33.7650000 +00:00,prod-4018,Prod2,prod
13262,NULL,NULL,NULL,NULL,Suffolk,Ipswich,IP1 4NL,NULL,NULL,127 Henley Road,127-henley-road,5216,Inroads Open Care,https://org.nourishcare.co.uk/inroads-open-care+127-henley-road#,2022-08-11 17:08:22.8870000 +00:00,2022-08-15 11:54:18.5410000 +00:00,prod-13262,Prod2,prod
13324,NULL,NULL,1-3486771145,NULL,NULL,NULL,NULL,NULL,NULL,No. 19,no-19,5447,Hills View Care Service,https://org.nourishcare.co.uk/hills-view-care-service+no-19#,2022-08-12 13:19:48.1010000 +00:00,2022-08-24 12:41:20.1430000 +00:00,prod-13324,Prod2,prod
13554,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Young House,young-house,5546,Young Care,https://org.nourishcare.co.uk/young-care+young-house#,2022-08-23 05:51:23.0380000 +00:00,2022-08-23 05:51:23.0380000 +00:00,prod-13554,Prod2,prod
16591,NULL,NULL,NULL,8,South East,Holybourne Alton,GU34 4GL,NULL,NULL,Campbell Court,campbell-court,286,Treloar School and College,https://org.nourishcare.co.uk/treloar+campbell-court#,2022-12-15 15:23:21.7220000 +00:00,2022-12-16 12:16:10.9890000 +00:00,prod-16591,Prod2,prod
17153,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,Empire Care Services,empire-care-services,8055,Empire Care,https://org.nourishcare.co.uk/empire-care+empire-care-services#,2023-01-16 16:48:05.5300000 +00:00,2023-01-24 17:00:44.9520000 +00:00,prod-17153,Prod2,prod
17186,NULL,NULL,NULL,0,NULL,Kent,TN2 5EJ,NULL,NULL,M&G Homes Sandbox,m-g-homes-sandbox,8087,M&G Homes,https://org.nourishcare.co.uk/m-g-homes+m-g-homes-sandbox#,2023-01-17 23:36:43.6180000 +00:00,2023-02-28 11:42:00.8400000 +00:00,prod-17186,Prod2,prod
19527,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Hema's Test Company April,hema-s-test-company-april,9473,TEST COMPANY APRIL,https://org.nourishcare.co.uk/test-company-april+hema-s-test-company-april#,2023-04-03 13:53:19.4290000 +00:00,2023-04-03 13:53:19.4290000 +00:00,prod-19527,Prod2,prod
26127,NULL,NULL,NULL,0,NULL,NULL,B68 8SG,NULL,NULL,sandwell - ACM,sandwell-acm,12443,Sandwell Care Services Limited,https://org.nourishcare.co.uk/sandwell-care-services-limited+sandwell-acm#,2023-11-02 10:30:03.5660000 +00:00,2023-11-02 18:28:52.6110000 +00:00,prod-26127,Prod2,prod
674,care_home,NULL,NULL,NULL,x,x,x,NULL,NULL,Document Referencing Care Base,care-base-document-referencing,222,Carebase,https://org.nourishcare.co.uk/carebase+care-base-document-referencing#,2019-05-13 06:18:24.7800000 +00:00,2023-11-13 12:48:56.6340000 +00:00,prod-674,Prod2,prod
34188,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Mallard,mallard,14160,Brighter Living Care Ltd,https://org.nourishcare.co.uk/brighter-living-care-ltd+mallard#,2024-02-21 17:25:49.5910000 +00:00,2024-02-21 17:25:49.5910000 +00:00,prod-34188,Prod2,prod
36061,NULL,NULL,NULL,16,NULL,NULL,NULL,NULL,NULL,Axcelence Limited,axcelence-limited,19142,Axcelence Ltd,https://org.nourishcare.co.uk/axcelence-ltd+axcelence-limited#,2024-03-18 17:41:05.3470000 +00:00,2024-03-18 17:41:05.3470000 +00:00,prod-36061,Prod2,prod
37025,NULL,NULL,NULL,NULL,NULL,NULL,SO16 6AX,NULL,NULL,Somerset,somerset,19967,Excellent Posts Homecare,https://org.nourishcare.co.uk/excellent-posts-homecare+somerset#,2024-04-09 15:25:06.8870000 +00:00,2024-04-11 09:10:48.3020000 +00:00,prod-37025,Prod2,prod
197,care_home,NULL,1-116427036,NULL,NULL,"Diss ",IP22 2AW,NULL,NULL,Z - DO NOT USE | Fenners Care Home,z-do-not-use-fenners-care-home,104,Fenners Care Home,https://org.nourishcare.co.uk/FennersCareHome+z-do-not-use-fenners-care-home#,2017-09-07 09:18:12.5990000 +00:00,2023-06-07 08:10:45.9840000 +00:00,prod-197,Prod2,prod
29838,NULL,NULL,NULL,6,EASWBK,NULL,RG14 7PB,NULL,NULL,Stanley Road,stanley-road,3236,Affinity,https://org.nourishcare.co.uk/affinity+stanley-road#,2024-01-05 14:58:52.8700000 +00:00,2024-08-27 14:16:25.6590000 +00:00,prod-29838,Prod2,prod
32432,NULL,NULL,NULL,NULL,NULL,NULL,SY4 5AA,NULL,NULL,Wem,wem,16636,Wishing Well Home Care,https://org.nourishcare.co.uk/wishing-well-home-care+wem#,2024-02-05 07:39:58.1890000 +00:00,2024-02-13 10:23:14.3010000 +00:00,prod-32432,Prod2,prod
29726,NULL,NULL,NULL,NULL,NULL,NULL,LS197BN,NULL,NULL,Menston / Otley,menston-otley,14687,Dynamic Social Support,https://org.nourishcare.co.uk/dynamic-social-support+menston-otley#,2024-01-05 09:32:11.7100000 +00:00,2024-03-20 15:35:58.4180000 +00:00,prod-29726,Prod2,prod
30483,NULL,NULL,NULL,8,NULL,NULL,E4 8NE,NULL,NULL,Homewards,homewards,15215,Homewards Limited,https://org.nourishcare.co.uk/homewards-limited+homewards#,2024-01-16 00:37:23.9630000 +00:00,2024-07-19 10:45:24.9070000 +00:00,prod-30483,Prod2,prod
41307,NULL,1-1002156221,NULL,1,NULL,NULL,NULL,NULL,NULL,Flat B Gayton Road,flat-b-gayton-road,198,Dedicated Care East Anglia Limited,https://org.nourishcare.co.uk/dedicated-care-east-anglia+flat-b-gayton-road#,2024-06-11 11:54:25.0440000 +00:00,2024-06-11 11:54:25.0440000 +00:00,prod-41307,Prod2,prod
1840,residence,NULL,NULL,NULL,Essex,Wickford,SS12 9EQ,NULL,NULL,Z - DO NOT USE | Feore Support,z-do-not-use-feore-support,564,Feore Support,https://org.nourishcare.co.uk/feore-support+z-do-not-use-feore-support#,2020-10-27 11:56:13.9060000 +00:00,2023-06-20 19:30:30.8910000 +00:00,prod-1840,Prod2,prod
295,care_home,1-101613086,NULL,NULL,Hampshire,Lyndhurst," SO43 7FT",NULL,NULL,Bothy,bothy,143,Minstead Trust,https://org.nourishcare.co.uk/minsteadtrust+bothy#,2018-03-12 09:24:42.6960000 +00:00,2023-06-27 12:35:27.8540000 +00:00,prod-295,Prod2,prod
22699,NULL,1-102643088,NULL,1,NULL,NULL,AB10 6RD,NULL,NULL,Chattan Place 4A,chattan-place-4a,159,Community Integrated Care - CIC,https://org.nourishcare.co.uk/community-integrated-care+chattan-place-4a#,2023-07-31 04:38:49.8260000 +00:00,2023-11-29 21:22:25.6790000 +00:00,prod-22699,Prod2,prod
639,care_home,NULL,NULL,NULL,Northamptonshire,Northampton,NN2 7HF,NULL,NULL,Kingsthorpe Grange,kingsthorpe-grange,208,St Matthews Healthcare Ltd,https://org.nourishcare.co.uk/st-matthews-healthcare+kingsthorpe-grange#,2019-04-18 09:47:09.1190000 +00:00,2023-12-14 07:22:34.0080000 +00:00,prod-639,Prod2,prod
24048,NULL,NULL,NULL,10,North East,Morley,LS27 7LE,NULL,NULL,Winserve Care Services Ltd,winserve-care-services-ltd,11453,Winserve Care Services Ltd,https://org.nourishcare.co.uk/winserve-care-services-ltd+winserve-care-services-ltd#,2023-09-09 15:55:10.6480000 +00:00,2023-10-24 08:11:19.9920000 +00:00,prod-24048,Prod2,prod
42924,NULL,NULL,NULL,NULL,NULL,NULL,HA8 5AW,NULL,NULL,Greater London,greater-london,24290,Swed-Care Ltd,https://org.nourishcare.co.uk/swed-care-ltd+greater-london#,2024-07-04 11:32:15.3790000 +00:00,2024-07-22 08:53:11.1170000 +00:00,prod-42924,Prod2,prod
25599,NULL,NULL,NULL,27,East of England,Leigh-on-Sea,SS9 1HJ,NULL,NULL,Brambles Care Home Ltd,brambles-care-home-ltd,12113,Brambles Care Home Ltd,https://org.nourishcare.co.uk/brambles-care-home-ltd+brambles-care-home-ltd#,2023-10-23 13:26:48.7840000 +00:00,2023-10-24 16:10:03.2790000 +00:00,prod-25599,Prod2,prod
20781,NULL,NULL,NULL,17,NULL,NULL,BH18 8AF,NULL,NULL,Two Cedars Residential Care Home,two-cedars-residential-care-home,10034,Two Cedars Residential Care Home,https://org.nourishcare.co.uk/two-cedars-residential-care-home+two-cedars-residential-care-home#,2023-05-23 08:24:02.8210000 +00:00,2023-11-27 10:09:25.6960000 +00:00,prod-20781,Prod2,prod
29435,NULL,NULL,NULL,9,South,NULL,NULL,NULL,NULL,Clareville Lodge,clareville-lodge,13433,Active Assistance (UK) Group Ltd,https://org.nourishcare.co.uk/active-assistance-uk-group-ltd+clareville-lodge#,2024-01-03 08:54:38.7730000 +00:00,2024-01-03 08:54:38.7730000 +00:00,prod-29435,Prod2,prod
25564,NULL,NULL,NULL,9,Region D,Nottingham,NG5 2GR,NULL,NULL,Burlington Villa,burlington-villa,11948,Milewood Healthcare Ltd,https://org.nourishcare.co.uk/milewood-healthcare-ltd+burlington-villa#,2023-10-22 22:45:58.7520000 +00:00,2024-11-22 21:26:11.5630000 +00:00,prod-25564,Prod2,prod
27647,NULL,NULL,NULL,NULL,South East England,Liss,GU33 7PA,NULL,NULL,Chatterwood House Nursing Home,chatterwood-house-nursing-home,11618,Milkwood Care Ltd,https://org.nourishcare.co.uk/milkwood-care-ltd+chatterwood-house-nursing-home#,2023-11-29 08:12:39.7750000 +00:00,2024-01-05 22:49:43.7190000 +00:00,prod-27647,Prod2,prod
376,care_home,1-101613086,1-5936658281,NULL,NULL,Minstead,SO43 7FT,NULL,NULL,Hawkers 48,hawkers-48,143,Minstead Trust,https://org.nourishcare.co.uk/minsteadtrust+hawkers-48#,2018-05-24 19:53:19.9670000 +00:00,2024-09-16 11:56:20.4050000 +00:00,prod-376,Prod2,prod
3951,care_home,1-102642981,NULL,44,Golders Green,London,NW11 8PT,NULL,NULL,Sunridge Court,sunridge-court,87,Jewish Care,https://org.nourishcare.co.uk/jewish-care+sunridge-court#,2021-05-17 20:12:01.8030000 +00:00,2024-02-15 13:36:36.4170000 +00:00,prod-3951,Prod2,prod
20551,NULL,NULL,NULL,30,NULL,NULL,LS102AY,NULL,NULL,Pearl Peak House,pearl-peak-house,216,Armighorn Capital,https://org.nourishcare.co.uk/armighorn-capital+pearl-peak-house#,2023-05-15 16:31:11.2420000 +00:00,2024-11-28 12:51:07.3100000 +00:00,prod-20551,Prod2,prod
31572,NULL,NULL,NULL,0,NULL,NULL,BS4 1DQ,NULL,NULL,Bristol,bristol,16073,YourwayBristol,https://org.nourishcare.co.uk/yourwaybristol+bristol#,2024-01-26 07:22:30.7840000 +00:00,2024-01-29 12:12:46.6000000 +00:00,prod-31572,Prod2,prod
48232,NULL,NULL,NULL,71,NULL,NULL,NULL,NULL,NULL,Sandbox,sandbox,28452,Saracen Care.,https://org.nourishcare.co.uk/saracen-care+sandbox#,2024-12-10 12:16:23.1670000 +00:00,2024-12-10 12:16:23.1670000 +00:00,prod-48232,Prod2,prod
659,care_home,1-101613086,1-219304523,NULL,Dorset,Wimborne,BH21 3SF,NULL,NULL,40 Garland Road,40-garland-road,143,Minstead Trust,https://org.nourishcare.co.uk/minsteadtrust+40-garland-road#,2019-04-30 12:57:19.3690000 +00:00,2024-03-28 11:03:00.3880000 +00:00,prod-659,Prod2,prod
29796,NULL,NULL,NULL,3,West Midlands,NULL,NULL,NULL,NULL,Coachmans Cottage,coachmans-cottage,14754,Goldthorn Lodge Ltd,https://org.nourishcare.co.uk/goldthorn-lodge-ltd+coachmans-cottage#,2024-01-05 12:08:04.6230000 +00:00,2024-01-05 12:08:04.6230000 +00:00,prod-29796,Prod2,prod
31968,NULL,NULL,NULL,NULL,NULL,NULL,WF2 7AS,NULL,NULL,Cumbria,cumbria,16370,Tailored Care Services,https://org.nourishcare.co.uk/tailored-care-services+cumbria#,2024-01-29 18:54:34.0810000 +00:00,2024-02-06 10:35:48.5340000 +00:00,prod-31968,Prod2,prod
35449,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,South Gwynedd (32) Swn yr Afon,south-gwynedd-32-swn-yr-afon,5249,Anheddau Cyf,https://org.nourishcare.co.uk/anheddau-cyf+south-gwynedd-32-swn-yr-afon#,2024-03-07 10:18:09.7070000 +00:00,2024-03-07 10:18:09.7070000 +00:00,prod-35449,Prod2,prod
35457,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,Mental Health Team (16) Castle House,mental-health-team-16-castle-house,5249,Anheddau Cyf,https://org.nourishcare.co.uk/anheddau-cyf+mental-health-team-16-castle-house#,2024-03-07 10:21:34.7590000 +00:00,2024-03-07 10:21:34.7590000 +00:00,prod-35457,Prod2,prod
35502,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,Somerton’s,somerton-s,18218,Halow Project,https://org.nourishcare.co.uk/halow-project+somerton-s#,2024-03-07 17:14:32.2200000 +00:00,2024-03-07 17:14:32.2200000 +00:00,prod-35502,Prod2,prod
37743,NULL,1-101620218,NULL,NULL,Essex,"Aveley, South Ockendon",RM15 4BX,NULL,NULL,Sunnyside Home Care,sunnyside-home-care,82,Sunnyside House,https://org.nourishcare.co.uk/sunnyside-house+sunnyside-home-care#,2024-04-17 19:27:53.5920000 +00:00,2024-04-17 19:34:23.6260000 +00:00,prod-37743,Prod2,prod
26648,NULL,NULL,NULL,12,North,Telford,TF2 6AF,NULL,NULL,Station Mews,station-mews,10695,Sanctuary Supported Living,https://org-static.nourishcare.co.uk/sanctuary-supported-living+station-mews#,2023-11-10 12:19:11.5340000 +00:00,2024-04-16 14:19:48.0950000 +00:00,prod-26648,Prod2,prod
