__id__,__topics_total_count__,__topics_type__,__topics_topics_id__,__topics_topics_name__,__topics_topics_type__,__topics_topics__
20676601310513,1,topic.list,65761,"Interaction, Interactions",topic,NULL
20676601551295,1,topic.list,65766,"Device, Management",topic,NULL
20550903659,1,topic.list,65757,Circle of Care,topic,NULL
20676600179654,0,topic.list,NULL,NULL,NULL,NULL
20676600610256,0,topic.list,NULL,NULL,NULL,NULL
20676601014507,1,topic.list,65754,"Status, change",topic,NULL
20676601079412,1,topic.list,65756,Critical Information,topic,NULL
20676601460846,1,topic.list,65754,"Status, change",topic,NULL
23154391806,2,topic.list,65753,Report,topic,NULL
23154391806,2,topic.list,65766,"Device, Management",topic,NULL
16246776214,4,topic.list,1107,Scheduling,topic,NULL
16246776214,4,topic.list,65754,"Status, change",topic,NULL
16246776214,4,topic.list,65765,Permissions,topic,NULL
16246776214,4,topic.list,65766,"Device, Management",topic,NULL
20676600201074,3,topic.list,65754,"Status, change",topic,NULL
20676600201074,3,topic.list,65765,Permissions,topic,NULL
20676600201074,3,topic.list,65770,staff,topic,NULL
20676600957622,0,topic.list,NULL,NULL,NULL,NULL
20676601247379,0,topic.list,NULL,NULL,NULL,NULL
20676601467199,0,topic.list,NULL,NULL,NULL,NULL
23836457493,2,topic.list,12942,password,topic,NULL
23836457493,2,topic.list,65770,staff,topic,NULL
19065653943,1,topic.list,65774,"Mobile, mobile, handset",topic,NULL
20676600022841,1,topic.list,1107,Scheduling,topic,NULL
20676600170833,2,topic.list,65770,staff,topic,NULL
20676600170833,2,topic.list,65774,"Mobile, mobile, handset",topic,NULL
20676600222419,0,topic.list,NULL,NULL,NULL,NULL
20676600420282,0,topic.list,NULL,NULL,NULL,NULL
20676600681404,2,topic.list,65756,Critical Information,topic,NULL
20676600681404,2,topic.list,65761,"Interaction, Interactions",topic,NULL
20676600843973,0,topic.list,NULL,NULL,NULL,NULL
20676601259204,0,topic.list,NULL,NULL,NULL,NULL
20676601571079,1,topic.list,65761,"Interaction, Interactions",topic,NULL
20676601644166,0,topic.list,NULL,NULL,NULL,NULL
12612849287,2,topic.list,65754,"Status, change",topic,NULL
12612849287,2,topic.list,68352,Community,topic,NULL
20676600046624,0,topic.list,NULL,NULL,NULL,NULL
20676600392367,1,topic.list,65756,Critical Information,topic,NULL
20676600606863,0,topic.list,NULL,NULL,NULL,NULL
20676600876855,2,topic.list,65757,Circle of Care,topic,NULL
20676600876855,2,topic.list,65766,"Device, Management",topic,NULL
20676600899728,2,topic.list,65755,"Assessments, Assessment",topic,NULL
20676600899728,2,topic.list,65766,"Device, Management",topic,NULL
20676601459762,1,topic.list,12942,password,topic,NULL
20676601534986,1,topic.list,67502,"Body map, wound, skin integrity, wound management",topic,NULL
24090893197,4,topic.list,65754,"Status, change",topic,NULL
24090893197,4,topic.list,65761,"Interaction, Interactions",topic,NULL
24090893197,4,topic.list,65764,Provided Interactions,topic,NULL
24090893197,4,topic.list,65767,Roles,topic,NULL
27430419127,2,topic.list,65754,"Status, change",topic,NULL
27430419127,2,topic.list,65766,"Device, Management",topic,NULL
20676600136543,1,topic.list,65757,Circle of Care,topic,NULL
20676600205125,0,topic.list,NULL,NULL,NULL,NULL
20676600242323,0,topic.list,NULL,NULL,NULL,NULL
20676600516460,0,topic.list,NULL,NULL,NULL,NULL
20676600849330,1,topic.list,65753,Report,topic,NULL
20676600940242,0,topic.list,NULL,NULL,NULL,NULL
20676601004936,1,topic.list,65761,"Interaction, Interactions",topic,NULL
20676601095375,1,topic.list,65766,"Device, Management",topic,NULL
20676601363457,0,topic.list,NULL,NULL,NULL,NULL
20287636332,0,topic.list,NULL,NULL,NULL,NULL
20676600108757,2,topic.list,65761,"Interaction, Interactions",topic,NULL
20676600108757,2,topic.list,65762,Organisation Interactions,topic,NULL
20676600189929,1,topic.list,65754,"Status, change",topic,NULL
20676600421554,3,topic.list,1107,Scheduling,topic,NULL
20676600421554,3,topic.list,65754,"Status, change",topic,NULL
20676600421554,3,topic.list,65761,"Interaction, Interactions",topic,NULL
20676600538369,0,topic.list,NULL,NULL,NULL,NULL
20676600967221,0,topic.list,NULL,NULL,NULL,NULL
20676600968156,1,topic.list,65756,Critical Information,topic,NULL
